compressor_library,compressor_codec,compressor_version,compressor_flags,compression_speed,decompression_speed,original_size,compressed_size,compression_ratio,dataset
crush,crush,1.0,-0,14.84,257.21,152089,62184,40.89,canterbury/alice29.txt
crush,crush,1.0,-1,9.22,274.77,152089,57156,37.58,canterbury/alice29.txt
crush,crush,1.0,-2,5.84,275.27,152089,55988,36.81,canterbury/alice29.txt
csc,csc,2016-10-13,-1,20.82,47.26,152089,52492,34.51,canterbury/alice29.txt
csc,csc,2016-10-13,-2,17.65,48.34,152089,51500,33.86,canterbury/alice29.txt
csc,csc,2016-10-13,-3,7.75,49.66,152089,49782,32.73,canterbury/alice29.txt
csc,csc,2016-10-13,-4,6.8,50.2,152089,49358,32.45,canterbury/alice29.txt
csc,csc,2016-10-13,-5,6.51,50.47,152089,49019,32.23,canterbury/alice29.txt
density,density,0.14.2,-1,833.27,1382.54,152089,102161,67.17,canterbury/alice29.txt
density,density,0.14.2,-2,520.27,936.04,152089,98947,65.06,canterbury/alice29.txt
density,density,0.14.2,-3,286.59,331.47,152089,93183,61.27,canterbury/alice29.txt
fastlz,fastlz,0.1,-1,254.16,421.66,152089,85452,56.19,canterbury/alice29.txt
fastlz,fastlz,0.1,-2,241.37,418.25,152089,84749,55.72,canterbury/alice29.txt
gipfeli,gipfeli,2016-07-13,,232.73,372.01,152089,70625,46.44,canterbury/alice29.txt
lz4,lz4,1.8.3,,374.2,3146.37,152089,88699,58.32,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-10,701.32,3571.67,152089,119961,78.88,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-20,1141.27,4813.4,152089,134779,88.62,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-30,1624.66,6609.4,152089,141210,92.85,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-40,2348.9,8069.24,152089,144853,95.24,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-50,3236.9,9189.67,152089,147378,96.9,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-60,4396.53,10588.21,152089,148900,97.9,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-70,5130.52,11001.01,152089,149218,98.11,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-80,6493.98,12299.96,152089,149999,98.63,canterbury/alice29.txt
lz4fast,lz4fast,1.8.3,-90,7681.26,12729.24,152089,150669,99.07,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-1,88,2632.76,152089,71262,46.86,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-2,88,2633.17,152089,71262,46.86,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-3,70.12,2727.17,152089,67888,44.64,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-4,54.46,2797.04,152089,65727,43.22,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-5,43.22,2829.98,152089,64538,42.43,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-6,35.38,2855.06,152089,64036,42.1,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-7,30.32,2863.82,152089,63790,41.94,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-8,27.07,2867.87,152089,63699,41.88,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-9,24.51,2867.06,152089,63673,41.87,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-10,16.86,2871.66,152089,63112,41.5,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-11,13.16,2877.97,152089,62958,41.4,canterbury/alice29.txt
lz4hc,lz4hc,1.8.3,-12,12.94,2837,152089,62953,41.39,canterbury/alice29.txt
lzf,lzf,3.6,-0,237.12,514.32,152089,88838,58.41,canterbury/alice29.txt
lzf,lzf,3.6,-1,242.95,550.06,152089,82985,54.56,canterbury/alice29.txt
lzfse,lzfse,2017-03-08,,51,572.14,152089,56303,37.02,canterbury/alice29.txt
lzg,lzg,1.0.8,-1,26.41,386.47,152089,96003,63.12,canterbury/alice29.txt
lzg,lzg,1.0.8,-2,24.03,375.76,152089,92919,61.1,canterbury/alice29.txt
lzg,lzg,1.0.8,-3,21.46,371.63,152089,89310,58.72,canterbury/alice29.txt
lzg,lzg,1.0.8,-4,18.37,379.74,152089,85415,56.16,canterbury/alice29.txt
lzg,lzg,1.0.8,-5,14.57,400.73,152089,81564,53.63,canterbury/alice29.txt
lzg,lzg,1.0.8,-6,11.58,423.99,152089,78666,51.72,canterbury/alice29.txt
lzg,lzg,1.0.8,-7,8.55,443.36,152089,76631,50.39,canterbury/alice29.txt
lzg,lzg,1.0.8,-8,7.24,447.89,152089,76153,50.07,canterbury/alice29.txt
lzg,lzg,1.0.8,-9,5.19,452.2,152089,75718,49.79,canterbury/alice29.txt
lzham,lzham,1.0,-d26,7.97,132.86,152089,62360,41,canterbury/alice29.txt
lzham,lzham,1.0,-d26,3.37,174.98,152089,51593,33.92,canterbury/alice29.txt
lzham,lzham,1.0,-d26,3.2,174.43,152089,51204,33.67,canterbury/alice29.txt
lzham,lzham,1.0,-d26,3.14,174.43,152089,51176,33.65,canterbury/alice29.txt
lzham,lzham,1.0,-d26,3.09,174.59,152089,51175,33.65,canterbury/alice29.txt
lzjb,lzjb,2010,,199.4,368.66,152089,109146,71.76,canterbury/alice29.txt
lzlib,lzlib,1.8,-0,28.71,44.61,152089,57038,37.5,canterbury/alice29.txt
lzlib,lzlib,1.8,-1,12.26,45.5,152089,56169,36.93,canterbury/alice29.txt
lzlib,lzlib,1.8,-2,9.72,47.06,152089,54072,35.55,canterbury/alice29.txt
lzlib,lzlib,1.8,-3,6.88,48.66,152089,51698,33.99,canterbury/alice29.txt
lzlib,lzlib,1.8,-4,4.83,50.38,152089,49465,32.52,canterbury/alice29.txt
lzlib,lzlib,1.8,-5,4.01,51.48,152089,48471,31.87,canterbury/alice29.txt
lzlib,lzlib,1.8,-6,3.8,51.68,152089,48333,31.78,canterbury/alice29.txt
lzlib,lzlib,1.8,-7,3.69,52.26,152089,48448,31.86,canterbury/alice29.txt
lzlib,lzlib,1.8,-8,3.65,52.2,152089,48448,31.86,canterbury/alice29.txt
lzlib,lzlib,1.8,-9,3.56,52.11,152089,48451,31.86,canterbury/alice29.txt
lzma,lzma,16.04,-0,19.12,54.57,152089,56690,37.27,canterbury/alice29.txt
lzma,lzma,16.04,-1,17.58,61.02,152089,53590,35.24,canterbury/alice29.txt
lzma,lzma,16.04,-2,17.15,62.63,152089,53140,34.94,canterbury/alice29.txt
lzma,lzma,16.04,-3,17.07,62.68,152089,53133,34.94,canterbury/alice29.txt
lzma,lzma,16.04,-4,15.58,62.75,152089,53130,34.93,canterbury/alice29.txt
lzma,lzma,16.04,-5,2.77,67.92,152089,48458,31.86,canterbury/alice29.txt
lzma,lzma,16.04,-6,2.19,67.91,152089,48458,31.86,canterbury/alice29.txt
lzma,lzma,16.04,-7,2.17,67.97,152089,48460,31.86,canterbury/alice29.txt
lzma,lzma,16.04,-8,2.18,67.96,152089,48460,31.86,canterbury/alice29.txt
lzma,lzma,16.04,-9,2.18,67.98,152089,48460,31.86,canterbury/alice29.txt
lzmat,lzmat,1.01,,25.08,290.79,152089,62843,41.32,canterbury/alice29.txt
lzo,lzo1,2.09,-1,229.4,397.41,152089,89547,58.88,canterbury/alice29.txt
lzo,lzo1,2.09,-99,94.19,438.62,152089,74930,49.27,canterbury/alice29.txt
lzo,lzo1a,2.09,-1,224.28,463.18,152089,88743,58.35,canterbury/alice29.txt
lzo,lzo1a,2.09,-99,93.33,508.65,152089,74629,49.07,canterbury/alice29.txt
lzo,lzo1b,2.09,-1,186.44,453.74,152089,82443,54.21,canterbury/alice29.txt
lzo,lzo1b,2.09,-2,191.83,473.15,152089,79695,52.4,canterbury/alice29.txt
lzo,lzo1b,2.09,-3,192.93,487.25,152089,77929,51.24,canterbury/alice29.txt
lzo,lzo1b,2.09,-4,174.25,474.02,152089,79582,52.33,canterbury/alice29.txt
lzo,lzo1b,2.09,-5,175.39,490.37,152089,77618,51.03,canterbury/alice29.txt
lzo,lzo1b,2.09,-6,162.36,504.44,152089,76372,50.22,canterbury/alice29.txt
lzo,lzo1b,2.09,-7,128.87,473.42,152089,75906,49.91,canterbury/alice29.txt
lzo,lzo1b,2.09,-8,122.16,492.46,152089,74249,48.82,canterbury/alice29.txt
lzo,lzo1b,2.09,-9,129.51,486.26,152089,74217,48.8,canterbury/alice29.txt
lzo,lzo1b,2.09,-99,95.46,481.29,152089,71203,46.82,canterbury/alice29.txt
lzo,lzo1b,2.09,-999,11.7,565.52,152089,59904,39.39,canterbury/alice29.txt
lzo,lzo1c,2.09,-1,200.61,482.94,152089,84862,55.8,canterbury/alice29.txt
lzo,lzo1c,2.09,-2,192.85,498.08,152089,81971,53.9,canterbury/alice29.txt
lzo,lzo1c,2.09,-3,188.65,511.62,152089,80252,52.77,canterbury/alice29.txt
lzo,lzo1c,2.09,-4,162.59,503.65,152089,80433,52.89,canterbury/alice29.txt
lzo,lzo1c,2.09,-5,166.07,521.43,152089,78670,51.73,canterbury/alice29.txt
lzo,lzo1c,2.09,-6,156.14,530.53,152089,77697,51.09,canterbury/alice29.txt
lzo,lzo1c,2.09,-7,117.28,503.42,152089,76605,50.37,canterbury/alice29.txt
lzo,lzo1c,2.09,-8,113.85,520.44,152089,75505,49.65,canterbury/alice29.txt
lzo,lzo1c,2.09,-9,123.22,519.01,152089,75504,49.64,canterbury/alice29.txt
lzo,lzo1c,2.09,-99,88.98,512.1,152089,73005,48,canterbury/alice29.txt
lzo,lzo1c,2.09,-999,26.37,527.25,152089,64375,42.33,canterbury/alice29.txt
lzo,lzo1f,2.09,-1,168.88,404.71,152089,87231,57.36,canterbury/alice29.txt
lzo,lzo1f,2.09,-999,21.83,449.04,152089,67480,44.37,canterbury/alice29.txt
lzo,lzo1x,2.09,-1,342.11,419.98,152089,86781,57.06,canterbury/alice29.txt
lzo,lzo1x,2.09,-11,353.42,417.49,152089,94262,61.98,canterbury/alice29.txt
lzo,lzo1x,2.09,-12,344.54,412.45,152089,90055,59.21,canterbury/alice29.txt
lzo,lzo1x,2.09,-15,347.62,415.03,152089,87814,57.74,canterbury/alice29.txt
lzo,lzo1x,2.09,-999,6.69,457.56,152089,61646,40.53,canterbury/alice29.txt
lzo,lzo1y,2.09,-1,347.97,432.81,152089,88894,58.45,canterbury/alice29.txt
lzo,lzo1y,2.09,-999,6.63,457.32,152089,62433,41.05,canterbury/alice29.txt
lzo,lzo1z,2.09,-999,6.59,449.12,152089,61950,40.73,canterbury/alice29.txt
lzo,lzo2a,2.09,-999,27.63,387.43,152089,66112,43.47,canterbury/alice29.txt
lzrw,lzrw,15-Jul-1991,-1,211.36,386.01,152089,93370,61.39,canterbury/alice29.txt
lzrw,lzrw,15-Jul-1991,-2,215.48,411.6,152089,93158,61.25,canterbury/alice29.txt
lzrw,lzrw,15-Jul-1991,-3,221.06,424.14,152089,86620,56.95,canterbury/alice29.txt
lzrw,lzrw,15-Jul-1991,-4,238.48,426.37,152089,82807,54.45,canterbury/alice29.txt
lzrw,lzrw,15-Jul-1991,-5,115.71,441.53,152089,72216,47.48,canterbury/alice29.txt
lzvn,lzvn,2017-03-08,,42.48,785.91,152089,69913,45.97,canterbury/alice29.txt
quicklz,quicklz,1.5.0,-1,297.33,489.11,152089,83495,54.9,canterbury/alice29.txt
quicklz,quicklz,1.5.0,-2,161.52,483.14,152089,71027,46.7,canterbury/alice29.txt
quicklz,quicklz,1.5.0,-3,47.52,700.46,152089,71071,46.73,canterbury/alice29.txt
shrinker,shrinker,0.1,,294.23,1203,152089,83943,55.19,canterbury/alice29.txt
slz,slz_deflate,1.0.0,-1,225,268.12,152089,88644,58.28,canterbury/alice29.txt
slz,slz_deflate,1.0.0,-2,214.36,271.04,152089,86276,56.73,canterbury/alice29.txt
slz,slz_deflate,1.0.0,-3,210.83,271.89,152089,85612,56.29,canterbury/alice29.txt
slz,slz_gzip,1.0.0,-1,205.14,246.83,152089,88650,58.29,canterbury/alice29.txt
slz,slz_gzip,1.0.0,-2,196.07,249.22,152089,86282,56.73,canterbury/alice29.txt
slz,slz_gzip,1.0.0,-3,193.16,249.63,152089,85618,56.29,canterbury/alice29.txt
slz,slz_zlib,1.0.0,-1,192.16,223.05,152089,88662,58.3,canterbury/alice29.txt
slz,slz_zlib,1.0.0,-2,184.23,225.23,152089,86294,56.74,canterbury/alice29.txt
slz,slz_zlib,1.0.0,-3,181.76,225.66,152089,85630,56.3,canterbury/alice29.txt
snappy,snappy,1.1.4,,260.56,1050.94,152089,88034,57.88,canterbury/alice29.txt
wflz,wflz,2015-09-16,,159.1,625.69,152089,103150,67.82,canterbury/alice29.txt
xpack,xpack,2016-06-02,-1,124.37,507.59,152089,61405,40.37,canterbury/alice29.txt
xpack,xpack,2016-06-02,-2,85.07,619.37,152089,56101,36.89,canterbury/alice29.txt
xpack,xpack,2016-06-02,-3,61.82,650.45,152089,54663,35.94,canterbury/alice29.txt
xpack,xpack,2016-06-02,-4,64.96,660.33,152089,54991,36.16,canterbury/alice29.txt
xpack,xpack,2016-06-02,-5,48.68,687.49,152089,53798,35.37,canterbury/alice29.txt
xpack,xpack,2016-06-02,-6,35.75,705.28,152089,53092,34.91,canterbury/alice29.txt
xpack,xpack,2016-06-02,-7,26.58,716.92,152089,52630,34.6,canterbury/alice29.txt
xpack,xpack,2016-06-02,-8,20.3,721.93,152089,52353,34.42,canterbury/alice29.txt
xpack,xpack,2016-06-02,-9,16.1,724.7,152089,52221,34.34,canterbury/alice29.txt
xz,xz,5.2.3,-0,17.65,49.73,152089,59332,39.01,canterbury/alice29.txt
xz,xz,5.2.3,-1,16.23,57.79,152089,54160,35.61,canterbury/alice29.txt
xz,xz,5.2.3,-2,12.95,60.41,152089,52683,34.64,canterbury/alice29.txt
xz,xz,5.2.3,-3,10.51,61.55,152089,52085,34.25,canterbury/alice29.txt
xz,xz,5.2.3,-4,4.44,64.59,152089,48841,32.11,canterbury/alice29.txt
xz,xz,5.2.3,-5,3.88,65.23,152089,48467,31.87,canterbury/alice29.txt
xz,xz,5.2.3,-6,3.84,65.1,152089,48448,31.86,canterbury/alice29.txt
xz,xz,5.2.3,-7,2.47,65.15,152089,48448,31.86,canterbury/alice29.txt
xz,xz,5.2.3,-8,2.26,65.13,152089,48448,31.86,canterbury/alice29.txt
xz,xz,5.2.3,-9,2.24,63.74,152089,48448,31.86,canterbury/alice29.txt
zlib,zlib,1.2.11,-1,80.44,284.72,152089,65136,42.83,canterbury/alice29.txt
zlib,zlib,1.2.11,-2,69.87,296.32,152089,62276,40.95,canterbury/alice29.txt
zlib,zlib,1.2.11,-3,48.82,308.81,152089,59494,39.12,canterbury/alice29.txt
zlib,zlib,1.2.11,-4,50.17,296.48,152089,57685,37.93,canterbury/alice29.txt
zlib,zlib,1.2.11,-5,31.19,292.39,152089,55622,36.57,canterbury/alice29.txt
zlib,zlib,1.2.11,-6,20.28,300.25,152089,54404,35.77,canterbury/alice29.txt
zlib,zlib,1.2.11,-7,17.22,300.29,152089,54259,35.68,canterbury/alice29.txt
zlib,zlib,1.2.11,-8,13.69,300.18,152089,54170,35.62,canterbury/alice29.txt
zlib,zlib,1.2.11,-9,13.65,299.76,152089,54170,35.62,canterbury/alice29.txt
zstd,zstd,1.3.4,-1,186.55,690.72,152089,60013,39.46,canterbury/alice29.txt
zstd,zstd,1.3.4,-2,158.78,642.59,152089,58280,38.32,canterbury/alice29.txt
zstd,zstd,1.3.4,-3,145.41,655.65,152089,56466,37.13,canterbury/alice29.txt
zstd,zstd,1.3.4,-4,103.84,615.2,152089,56273,37,canterbury/alice29.txt
zstd,zstd,1.3.4,-5,68.58,664.62,152089,53775,35.36,canterbury/alice29.txt
zstd,zstd,1.3.4,-6,58.92,683.15,152089,53196,34.98,canterbury/alice29.txt
zstd,zstd,1.3.4,-7,39.33,632.45,152089,53046,34.88,canterbury/alice29.txt
zstd,zstd,1.3.4,-8,29.87,669.01,152089,52590,34.58,canterbury/alice29.txt
zstd,zstd,1.3.4,-9,21.78,683.21,152089,52125,34.27,canterbury/alice29.txt
zstd,zstd,1.3.4,-10,16.29,691.77,152089,51868,34.1,canterbury/alice29.txt
zstd,zstd,1.3.4,-11,16.14,691.43,152089,51866,34.1,canterbury/alice29.txt
zstd,zstd,1.3.4,-12,12.93,693.84,152089,51491,33.86,canterbury/alice29.txt
zstd,zstd,1.3.4,-13,12.65,692.86,152089,51492,33.86,canterbury/alice29.txt
zstd,zstd,1.3.4,-14,8.58,673.48,152089,49985,32.87,canterbury/alice29.txt
zstd,zstd,1.3.4,-15,7.74,660.12,152089,50017,32.89,canterbury/alice29.txt
zstd,zstd,1.3.4,-16,7.35,663.85,152089,49832,32.77,canterbury/alice29.txt
zstd,zstd,1.3.4,-17,7.31,663.25,152089,49826,32.76,canterbury/alice29.txt
zstd,zstd,1.3.4,-18,7.31,663.38,152089,49826,32.76,canterbury/alice29.txt
zstd,zstd,1.3.4,-19,7.3,665.25,152089,49826,32.76,canterbury/alice29.txt
zstd,zstd,1.3.4,-20,6.45,663.96,152089,49684,32.67,canterbury/alice29.txt
zstd,zstd,1.3.4,-21,6.44,664.1,152089,49684,32.67,canterbury/alice29.txt
zstd,zstd,1.3.4,-22,6.43,664.03,152089,49684,32.67,canterbury/alice29.txt
zstd_fast,zstd_fast,1.3.4,--5,288.15,941.96,152089,98559,64.8,canterbury/alice29.txt
zstd_fast,zstd_fast,1.3.4,--4,261.18,899.1,152089,92492,60.81,canterbury/alice29.txt
zstd_fast,zstd_fast,1.3.4,--3,240.27,830.8,152089,86930,57.16,canterbury/alice29.txt
zstd_fast,zstd_fast,1.3.4,--2,219.47,784.84,152089,81010,53.26,canterbury/alice29.txt
zstd_fast,zstd_fast,1.3.4,--1,195.88,724.78,152089,72166,47.45,canterbury/alice29.txt
brotli,brotli,1.0.7,-0,235.43,262.61,125179,58059,46.38,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-1,172.06,279.5,125179,53394,42.65,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-2,86.71,301.73,125179,50522,40.36,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-3,76.34,309.89,125179,50331,40.21,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-4,52.18,313.47,125179,49446,39.5,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-5,31.66,323.99,125179,47583,38.01,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-6,28.67,331.41,125179,47076,37.61,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-7,20.59,330.7,125179,46836,37.42,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-8,18.09,333.01,125179,46715,37.32,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-9,15.04,333.09,125179,46694,37.3,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-10,1.99,232.09,125179,43558,34.8,canterbury/asyoulik.txt
brotli,brotli,1.0.7,-11,0.75,261.52,125179,42711,34.12,canterbury/asyoulik.txt
crush,crush,1.0,-0,12.63,246.89,125179,55834,44.6,canterbury/asyoulik.txt
crush,crush,1.0,-1,9.1,255.32,125179,52957,42.31,canterbury/asyoulik.txt
crush,crush,1.0,-2,6.95,253.5,125179,51675,41.28,canterbury/asyoulik.txt
csc,csc,2016-10-13,-1,19.15,41.84,125179,47996,38.34,canterbury/asyoulik.txt
csc,csc,2016-10-13,-2,16.34,42.22,125179,47606,38.03,canterbury/asyoulik.txt
csc,csc,2016-10-13,-3,8.08,43.41,125179,46093,36.82,canterbury/asyoulik.txt
csc,csc,2016-10-13,-4,7.17,43.65,125179,45918,36.68,canterbury/asyoulik.txt
csc,csc,2016-10-13,-5,7.12,43.78,125179,45769,36.56,canterbury/asyoulik.txt
density,density,0.14.2,-1,770.85,1250.61,125179,88009,70.31,canterbury/asyoulik.txt
density,density,0.14.2,-2,503.71,910.09,125179,88643,70.81,canterbury/asyoulik.txt
density,density,0.14.2,-3,271.08,321.79,125179,83525,66.72,canterbury/asyoulik.txt
fastlz,fastlz,0.1,-1,255.32,426.47,125179,74093,59.19,canterbury/asyoulik.txt
fastlz,fastlz,0.1,-2,240.34,421.76,125179,73186,58.47,canterbury/asyoulik.txt
gipfeli,gipfeli,2016-07-13,,218.77,345.63,125179,61934,49.48,canterbury/asyoulik.txt
lz4,lz4,1.8.3,,381.14,3273.85,125179,79653,63.63,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-10,889.5,4242.64,125179,107412,85.81,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-20,1613.84,6587.67,125179,117229,93.65,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-30,2588.38,8541.14,125179,120395,96.18,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-40,4112.86,10286.71,125179,122510,97.87,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-50,5448.96,11349.99,125179,123373,98.56,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-60,7160.45,12517.9,125179,124192,99.21,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-70,8534.16,13352.43,125179,124596,99.53,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-80,9151.18,14093.56,125179,124569,99.51,canterbury/asyoulik.txt
lz4fast,lz4fast,1.8.3,-90,10096.71,14423.21,125179,124959,99.82,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-1,83.6,2494.8,125179,64590,51.6,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-2,83.48,2494.8,125179,64590,51.6,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-3,66.72,2563.41,125179,62017,49.54,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-4,52.48,2619.47,125179,60442,48.28,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-5,42.19,2655.92,125179,59637,47.64,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-6,35.39,2672.42,125179,59185,47.28,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-7,31.16,2676.08,125179,59011,47.14,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-8,28.59,2677.97,125179,58934,47.08,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-9,27.29,2680.26,125179,58908,47.06,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-10,17.79,2647.11,125179,58368,46.63,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-11,16.33,2645.48,125179,58310,46.58,canterbury/asyoulik.txt
lz4hc,lz4hc,1.8.3,-12,14.01,2591.43,125179,58309,46.58,canterbury/asyoulik.txt
lzf,lzf,3.6,-0,236.67,518.26,125179,77125,61.61,canterbury/asyoulik.txt
lzf,lzf,3.6,-1,241.66,554.26,125179,72081,57.58,canterbury/asyoulik.txt
lzfse,lzfse,2017-03-08,,48.81,549.7,125179,50107,40.03,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-1,24.93,376.43,125179,83909,67.03,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-2,22.45,362.04,125179,81923,65.44,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-3,19.97,353.4,125179,79403,63.43,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-4,16.87,353.85,125179,76427,61.05,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-5,13.6,364.84,125179,73933,59.06,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-6,10.94,380.89,125179,71958,57.48,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-7,8.48,392.67,125179,70742,56.51,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-8,7.44,395.26,125179,70440,56.27,canterbury/asyoulik.txt
lzg,lzg,1.0.8,-9,6.19,397.5,125179,70221,56.1,canterbury/asyoulik.txt
lzham,lzham,1.0,-d26,7.58,121.2,125179,54130,43.24,canterbury/asyoulik.txt
lzham,lzham,1.0,-d26,3.59,153.24,125179,47326,37.81,canterbury/asyoulik.txt
lzham,lzham,1.0,-d26,3.49,154.72,125179,47094,37.62,canterbury/asyoulik.txt
lzham,lzham,1.0,-d26,3.45,154.89,125179,47054,37.59,canterbury/asyoulik.txt
lzham,lzham,1.0,-d26,3.4,154.84,125179,47053,37.59,canterbury/asyoulik.txt
lzjb,lzjb,2010,,199.91,370.27,125179,92779,74.12,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-0,26.93,41.62,125179,50415,40.27,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-1,11.25,42.51,125179,49328,39.41,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-2,8.82,43.25,125179,47825,38.21,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-3,6.19,43.91,125179,46288,36.98,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-4,4.64,45.36,125179,44982,35.93,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-5,4.16,46.02,125179,44509,35.56,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-6,4.07,45.97,125179,44519,35.56,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-7,3.94,46.45,125179,44488,35.54,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-8,3.9,46.47,125179,44488,35.54,canterbury/asyoulik.txt
lzlib,lzlib,1.8,-9,3.8,46.43,125179,44489,35.54,canterbury/asyoulik.txt
lzma,lzma,16.04,-0,18.03,49.88,125179,50307,40.19,canterbury/asyoulik.txt
lzma,lzma,16.04,-1,16.31,55.13,125179,48245,38.54,canterbury/asyoulik.txt
lzma,lzma,16.04,-2,15.97,55.87,125179,48062,38.39,canterbury/asyoulik.txt
lzma,lzma,16.04,-3,15.93,55.83,125179,48051,38.39,canterbury/asyoulik.txt
lzma,lzma,16.04,-4,14.44,55.86,125179,48048,38.38,canterbury/asyoulik.txt
lzma,lzma,16.04,-5,2.72,59.85,125179,44485,35.54,canterbury/asyoulik.txt
lzma,lzma,16.04,-6,2.09,59.89,125179,44485,35.54,canterbury/asyoulik.txt
lzma,lzma,16.04,-7,2.08,59.79,125179,44470,35.53,canterbury/asyoulik.txt
lzma,lzma,16.04,-8,2.07,59.8,125179,44470,35.53,canterbury/asyoulik.txt
lzma,lzma,16.04,-9,2.07,59.81,125179,44470,35.53,canterbury/asyoulik.txt
lzmat,lzmat,1.01,,25.95,268.28,125179,57511,45.94,canterbury/asyoulik.txt
lzo,lzo1,2.09,-1,227.74,397.85,125179,78122,62.41,canterbury/asyoulik.txt
lzo,lzo1,2.09,-99,91.24,424.87,125179,66454,53.09,canterbury/asyoulik.txt
lzo,lzo1a,2.09,-1,221.64,465.68,125179,77346,61.79,canterbury/asyoulik.txt
lzo,lzo1a,2.09,-99,90.29,492.34,125179,66137,52.83,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-1,173.1,437,125179,73540,58.75,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-2,180.07,458.6,125179,70633,56.43,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-3,181.11,475.21,125179,68784,54.95,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-4,170.11,465.72,125179,70554,56.36,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-5,171.39,481.45,125179,68590,54.79,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-6,159.75,495.71,125179,67478,53.91,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-7,121.79,458.56,125179,67661,54.05,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-8,116.83,477.89,125179,66232,52.91,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-9,126.71,472.15,125179,65950,52.68,canterbury/asyoulik.txt
lzo,lzo1b,2.09,-99,92.09,464.7,125179,63955,51.09,canterbury/asyoulik.txt
