Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
zlib 1.2.11 -2,110.90,372.10,3721,1312,35.26,../web/corpus/canterbury/grammar.lsp
zlib 1.2.11 -3,103.06,372.10,3721,1307,35.12,../web/corpus/canterbury/grammar.lsp
zlib 1.2.11 -4,81.35,372.10,3721,1234,33.16,../web/corpus/canterbury/grammar.lsp
zlib 1.2.11 -5,63.79,372.10,3721,1222,32.84,../web/corpus/canterbury/grammar.lsp
zlib 1.2.11 -6,58.84,372.10,3721,1222,32.84,../web/corpus/canterbury/grammar.lsp
zlib 1.2.11 -7,56.75,372.10,3721,1222,32.84,../web/corpus/canterbury/grammar.lsp
zlib 1.2.11 -8,56.00,372.10,3721,1222,32.84,../web/corpus/canterbury/grammar.lsp
zlib 1.2.11 -9,56.09,372.10,3721,1222,32.84,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -1,256.76,446.70,3721,1347,36.20,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -2,244.10,411.84,3721,1332,35.80,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -3,223.68,427.21,3721,1301,34.96,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -4,139.36,434.39,3721,1252,33.65,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -5,120.34,433.48,3721,1243,33.40,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -6,89.49,440.51,3721,1241,33.35,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -7,81.77,434.29,3721,1240,33.32,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -8,74.10,449.34,3721,1240,33.32,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -9,30.36,442.71,3721,1240,33.32,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -10,19.47,411.66,3721,1251,33.62,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -11,17.36,423.51,3721,1237,33.24,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -12,14.04,427.90,3721,1220,32.79,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -13,13.03,430.57,3721,1219,32.76,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -14,12.34,429.73,3721,1219,32.76,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -15,12.36,429.28,3721,1219,32.76,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -16,12.17,438.69,3721,1220,32.79,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -17,12.16,439.16,3721,1220,32.79,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -18,12.16,428.74,3721,1220,32.79,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -19,12.17,429.83,3721,1220,32.79,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -20,9.55,432.67,3721,1220,32.79,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -21,9.54,428.83,3721,1220,32.79,../web/corpus/canterbury/grammar.lsp
zstd 1.3.4 -22,9.55,429.33,3721,1220,32.79,../web/corpus/canterbury/grammar.lsp
zstd_fast 1.3.4 --5,443.82,892.11,3721,2377,63.88,../web/corpus/canterbury/grammar.lsp
zstd_fast 1.3.4 --4,439.68,894.47,3721,2137,57.43,../web/corpus/canterbury/grammar.lsp
zstd_fast 1.3.4 --3,386.44,779.59,3721,2059,55.33,../web/corpus/canterbury/grammar.lsp
zstd_fast 1.3.4 --2,372.06,764.85,3721,1881,50.55,../web/corpus/canterbury/grammar.lsp
zstd_fast 1.3.4 --1,352.47,678.64,3721,1657,44.53,../web/corpus/canterbury/grammar.lsp
brotli 2017-12-12 -0,459.26,377.65,1029744,229276,22.27,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -1,292.52,379.12,1029744,171354,16.64,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -2,184.68,585.50,1029744,126593,12.29,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -3,149.33,603.49,1029744,130716,12.69,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -4,97.15,586.99,1029744,113768,11.05,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -5,49.70,669.00,1029744,71517,6.95,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -6,36.99,671.37,1029744,69227,6.72,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -7,22.49,694.09,1029744,68273,6.63,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -8,16.17,700.15,1029744,68128,6.62,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -9,10.39,686.82,1029744,67838,6.59,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -10,0.71,522.04,1029744,65474,6.36,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -11,0.39,568.68,1029744,62431,6.06,../web/corpus/canterbury/kennedy.xls
crush 1.0 -0,39.61,564.88,1029744,314625,30.55,../web/corpus/canterbury/kennedy.xls
crush 1.0 -1,2.97,609.16,1029744,307476,29.86,../web/corpus/canterbury/kennedy.xls
crush 1.0 -2,0.40,616.51,1029744,299288,29.06,../web/corpus/canterbury/kennedy.xls
csc 2016-10-13 -1,32.87,162.00,1029744,72935,7.08,../web/corpus/canterbury/kennedy.xls
csc 2016-10-13 -2,20.60,167.27,1029744,67058,6.51,../web/corpus/canterbury/kennedy.xls
csc 2016-10-13 -3,6.32,184.08,1029744,57135,5.55,../web/corpus/canterbury/kennedy.xls
csc 2016-10-13 -4,5.56,181.30,1029744,61816,6.00,../web/corpus/canterbury/kennedy.xls
csc 2016-10-13 -5,4.50,182.22,1029744,60279,5.85,../web/corpus/canterbury/kennedy.xls
density 0.14.2 -1,1702.54,1755.16,1029744,633568,61.53,../web/corpus/canterbury/kennedy.xls
density 0.14.2 -2,920.55,1343.15,1029744,436958,42.43,../web/corpus/canterbury/kennedy.xls
density 0.14.2 -3,436.32,449.06,1029744,401908,39.03,../web/corpus/canterbury/kennedy.xls
fastlz 0.1 -1,770.42,1027.84,1029744,404546,39.29,../web/corpus/canterbury/kennedy.xls
fastlz 0.1 -2,727.98,991.38,1029744,409974,39.81,../web/corpus/canterbury/kennedy.xls
gipfeli 2016-07-13,401.02,619.07,1029744,374782,36.40,../web/corpus/canterbury/kennedy.xls
lz4 1.8.3,635.77,3458.16,1029744,374704,36.39,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -10,661.24,3327.49,1029744,414042,40.21,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -20,682.93,3337.73,1029744,425425,41.31,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -30,710.26,3570.99,1029744,451235,43.82,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -40,759.86,3756.19,1029744,490523,47.64,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -50,893.18,4431.56,1029744,604959,58.75,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -60,781.13,3836.95,1029744,514376,49.95,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -70,806.37,4056.09,1029744,526385,51.12,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -80,876.89,4288.49,1029744,580130,56.34,../web/corpus/canterbury/kennedy.xls
lz4fast 1.8.3 -90,958.26,4677.53,1029744,635347,61.70,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -1,166.64,3720.44,1029744,332260,32.27,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -2,166.60,3719.26,1029744,332260,32.27,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -3,127.24,3624.07,1029744,329051,31.95,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -4,83.24,3640.32,1029744,326718,31.73,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -5,48.93,3762.68,1029744,325000,31.56,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -6,29.04,3807.94,1029744,324462,31.51,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -7,19.92,3692.31,1029744,324389,31.50,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -8,13.49,3612.03,1029744,324243,31.49,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -9,11.61,3589.53,1029744,324190,31.48,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -10,15.40,3362.33,1029744,324904,31.55,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -11,5.18,3300.08,1029744,324447,31.51,../web/corpus/canterbury/kennedy.xls
lz4hc 1.8.3 -12,0.88,3259.00,1029744,324117,31.48,../web/corpus/canterbury/kennedy.xls
lzf 3.6 -0,766.57,1003.49,1029744,404446,39.28,../web/corpus/canterbury/kennedy.xls
lzf 3.6 -1,712.32,1014.59,1029744,402525,39.09,../web/corpus/canterbury/kennedy.xls
lzfse 2017-03-08,70.43,874.45,1029744,136282,13.23,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -1,53.21,1225.78,1029744,355190,34.49,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -2,64.02,1105.26,1029744,444573,43.17,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -3,62.52,1158.53,1029744,431636,41.92,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -4,59.31,1230.96,1029744,420694,40.85,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -5,46.85,1297.78,1029744,413151,40.12,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -6,28.46,1341.26,1029744,408940,39.71,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -7,14.90,1371.41,1029744,406195,39.45,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -8,8.48,1393.99,1029744,404882,39.32,../web/corpus/canterbury/kennedy.xls
lzg 1.0.8 -9,2.07,1410.45,1029744,403347,39.17,../web/corpus/canterbury/kennedy.xls
lzham 1.0 -d26 -0,13.26,341.69,1029744,96377,9.36,../web/corpus/canterbury/kennedy.xls
lzham 1.0 -d26 -1,3.77,275.61,1029744,62201,6.04,../web/corpus/canterbury/kennedy.xls
lzham 1.0 -d26 -2,3.47,270.05,1029744,62183,6.04,../web/corpus/canterbury/kennedy.xls
lzham 1.0 -d26 -3,2.67,277.94,1029744,62177,6.04,../web/corpus/canterbury/kennedy.xls
lzham 1.0 -d26 -4,1.21,276.93,1029744,62162,6.04,../web/corpus/canterbury/kennedy.xls
lzjb 2010,648.24,989.29,1029744,347395,33.74,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -0,58.91,136.89,1029744,56620,5.50,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -1,25.08,136.82,1029744,61416,5.96,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -2,23.57,138.83,1029744,54508,5.29,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -3,19.42,148.59,1029744,42537,4.13,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -4,11.64,143.95,1029744,46403,4.51,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -5,2.32,126.61,1029744,52130,5.06,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -6,1.72,125.43,1029744,51229,4.97,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -7,1.89,121.66,1029744,51311,4.98,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -8,1.69,121.79,1029744,51311,4.98,../web/corpus/canterbury/kennedy.xls
lzlib 1.8 -9,0.97,120.78,1029744,51576,5.01,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -0,49.49,219.12,1029744,69143,6.71,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -1,33.22,223.75,1029744,66322,6.44,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -2,30.74,224.38,1029744,66432,6.45,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -3,28.29,224.25,1029744,66394,6.45,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -4,25.67,220.49,1029744,66394,6.45,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -5,2.23,188.98,1029744,51388,4.99,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -6,2.12,189.08,1029744,51388,4.99,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -7,1.93,189.62,1029744,51837,5.03,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -8,1.95,187.03,1029744,51837,5.03,../web/corpus/canterbury/kennedy.xls
lzma 16.04 -9,1.97,189.56,1029744,51837,5.03,../web/corpus/canterbury/kennedy.xls
lzmat 1.01,60.53,692.46,1029744,309614,30.07,../web/corpus/canterbury/kennedy.xls
lzo1 2.09 -1,686.64,920.33,1029744,408212,39.64,../web/corpus/canterbury/kennedy.xls
lzo1 2.09 -99,139.82,1045.70,1029744,394163,38.28,../web/corpus/canterbury/kennedy.xls
lzo1a 2.09 -1,660.72,1078.84,1029744,407981,39.62,../web/corpus/canterbury/kennedy.xls
lzo1a 2.09 -99,145.74,1191.30,1029744,394131,38.27,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -1,631.77,1405.94,1029744,408348,39.66,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -2,604.53,1468.23,1029744,405212,39.35,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -3,571.88,1471.50,1029744,404468,39.28,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -4,498.01,1567.13,1029744,407125,39.54,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -5,472.41,1565.41,1029744,406850,39.51,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -6,408.58,1571.55,1029744,403650,39.20,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -7,342.47,1611.26,1029744,409146,39.73,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -8,276.63,1610.85,1029744,404837,39.31,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -9,198.85,1663.81,1029744,403812,39.21,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -99,197.57,1825.17,1029744,401826,39.02,../web/corpus/canterbury/kennedy.xls
lzo1b 2.09 -999,17.51,2006.95,1029744,398463,38.70,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -1,685.75,1512.44,1029744,351732,34.16,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -2,632.66,1613.07,1029744,347135,33.71,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -3,593.26,1616.39,1029744,346733,33.67,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -4,540.05,1706.13,1029744,342033,33.22,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -5,514.19,1702.13,1029744,341975,33.21,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -6,444.99,1727.26,1029744,339344,32.95,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -7,365.05,1712.37,1029744,341616,33.17,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -8,299.47,1742.17,1029744,338174,32.84,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -9,225.55,1757.46,1029744,337583,32.78,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -99,186.92,1963.30,1029744,330900,32.13,../web/corpus/canterbury/kennedy.xls
lzo1c 2.09 -999,42.02,2118.87,1029744,326147,31.67,../web/corpus/canterbury/kennedy.xls
lzo1f 2.09 -1,639.09,1446.70,1029744,358910,34.85,../web/corpus/canterbury/kennedy.xls
lzo1f 2.09 -999,4.58,2348.82,1029744,326264,31.68,../web/corpus/canterbury/kennedy.xls
lzo1x 2.09 -1,783.99,1541.42,1029744,361861,35.14,../web/corpus/canterbury/kennedy.xls
lzo1x 2.09 -11,725.40,1322.01,1029744,369386,35.87,../web/corpus/canterbury/kennedy.xls
lzo1x 2.09 -12,773.70,1429.20,1029744,365418,35.49,../web/corpus/canterbury/kennedy.xls
lzo1x 2.09 -15,805.45,1498.66,1029744,362979,35.25,../web/corpus/canterbury/kennedy.xls
lzo1x 2.09 -999,1.64,2610.32,1029744,325832,31.64,../web/corpus/canterbury/kennedy.xls
lzo1y 2.09 -1,768.37,1482.77,1029744,361477,35.10,../web/corpus/canterbury/kennedy.xls
lzo1y 2.09 -999,1.72,1330.38,1029744,259724,25.22,../web/corpus/canterbury/kennedy.xls
lzo1z 2.09 -999,1.59,2361.96,1029744,323113,31.38,../web/corpus/canterbury/kennedy.xls
lzo2a 2.09 -999,7.98,1076.97,1029744,354484,34.42,../web/corpus/canterbury/kennedy.xls
lzrw 15-Jul-1991 -1,639.94,950.24,1029744,323366,31.40,../web/corpus/canterbury/kennedy.xls
lzrw 15-Jul-1991 -2,657.57,1193.46,1029744,323366,31.40,../web/corpus/canterbury/kennedy.xls
lzrw 15-Jul-1991 -3,669.22,1232.37,1029744,304507,29.57,../web/corpus/canterbury/kennedy.xls
lzrw 15-Jul-1991 -4,698.48,1060.25,1029744,303511,29.47,../web/corpus/canterbury/kennedy.xls
lzrw 15-Jul-1991 -5,289.99,1177.20,1029744,281194,27.31,../web/corpus/canterbury/kennedy.xls
lzvn 2017-03-08,85.04,1744.75,1029744,256511,24.91,../web/corpus/canterbury/kennedy.xls
quicklz 1.5.0 -1,776.36,860.24,1029744,310600,30.16,../web/corpus/canterbury/kennedy.xls
quicklz 1.5.0 -2,454.89,765.51,1029744,348887,33.88,../web/corpus/canterbury/kennedy.xls
quicklz 1.5.0 -3,73.48,1909.03,1029744,351577,34.14,../web/corpus/canterbury/kennedy.xls
shrinker 0.1,810.03,1996.75,1029744,361106,35.07,../web/corpus/canterbury/kennedy.xls
slz_deflate 1.0.0 -1,545.60,576.94,1029744,355564,34.53,../web/corpus/canterbury/kennedy.xls
slz_deflate 1.0.0 -2,561.10,589.64,1029744,354579,34.43,../web/corpus/canterbury/kennedy.xls
slz_deflate 1.0.0 -3,560.51,587.16,1029744,354228,34.40,../web/corpus/canterbury/kennedy.xls
slz_gzip 1.0.0 -1,431.29,476.67,1029744,355570,34.53,../web/corpus/canterbury/kennedy.xls
slz_gzip 1.0.0 -2,441.66,487.01,1029744,354585,34.43,../web/corpus/canterbury/kennedy.xls
slz_gzip 1.0.0 -3,447.38,493.01,1029744,354234,34.40,../web/corpus/canterbury/kennedy.xls
slz_zlib 1.0.0 -1,371.03,391.71,1029744,355582,34.53,../web/corpus/canterbury/kennedy.xls
slz_zlib 1.0.0 -2,383.24,392.48,1029744,354597,34.44,../web/corpus/canterbury/kennedy.xls
slz_zlib 1.0.0 -3,392.67,408.62,1029744,354246,34.40,../web/corpus/canterbury/kennedy.xls
snappy 1.1.4,665.18,1505.99,1029744,424523,41.23,../web/corpus/canterbury/kennedy.xls
wflz 2015-09-16,648.75,2138.64,1029744,471512,45.79,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -1,195.52,771.43,1029744,117278,11.39,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -2,170.69,807.74,1029744,104937,10.19,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -3,70.14,838.78,1029744,92580,8.99,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -4,130.81,846.78,1029744,88232,8.57,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -5,63.78,864.81,1029744,81873,7.95,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -6,35.80,878.28,1029744,78243,7.60,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -7,21.60,888.73,1029744,76299,7.41,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -8,16.04,887.50,1029744,76604,7.44,../web/corpus/canterbury/kennedy.xls
xpack 2016-06-02 -9,14.48,890.10,1029744,77766,7.55,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -0,55.82,217.45,1029744,68663,6.67,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -1,43.26,220.08,1029744,66781,6.49,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -2,23.14,214.58,1029744,66549,6.46,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -3,14.08,208.84,1029744,67536,6.56,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -4,2.32,181.11,1029744,49400,4.80,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -5,2.32,172.30,1029744,51751,5.03,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -6,2.38,179.23,1029744,49071,4.77,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -7,2.27,178.55,1029744,49071,4.77,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -8,2.16,171.04,1029744,49071,4.77,../web/corpus/canterbury/kennedy.xls
xz 5.2.3 -9,2.23,171.64,1029744,49071,4.77,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -1,139.69,458.05,1029744,242299,23.53,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -2,135.15,518.81,1029744,233559,22.68,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -3,110.60,537.73,1029744,228228,22.16,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -4,94.85,546.27,1029744,223674,21.72,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -5,59.47,520.66,1029744,206000,20.00,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -6,31.51,523.78,1029744,203992,19.81,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -7,24.14,520.35,1029744,207687,20.17,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -8,5.28,514.82,1029744,206833,20.09,../web/corpus/canterbury/kennedy.xls
zlib 1.2.11 -9,2.51,512.34,1029744,207029,20.10,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -1,398.50,793.73,1029744,119228,11.58,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -2,377.99,784.18,1029744,115562,11.22,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -3,314.59,801.72,1029744,112308,10.91,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -4,307.60,795.80,1029744,112254,10.90,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -5,231.30,788.43,1029744,111606,10.84,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -6,146.29,806.12,1029744,109715,10.65,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -7,116.51,839.03,1029744,107972,10.49,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -8,76.62,821.21,1029744,111089,10.79,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -9,65.07,820.73,1029744,111089,10.79,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -10,42.66,833.77,1029744,110918,10.77,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -11,43.14,833.86,1029744,110918,10.77,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -12,23.12,839.98,1029744,110954,10.77,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -13,26.63,842.46,1029744,110972,10.78,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -14,21.13,843.62,1029744,111140,10.79,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -15,14.79,843.86,1029744,111299,10.81,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -16,10.10,791.74,1029744,113545,11.03,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -17,10.64,804.48,1029744,110134,10.70,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -18,7.08,580.05,1029744,88105,8.56,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -19,3.03,589.70,1029744,82842,8.04,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -20,2.67,517.67,1029744,73000,7.09,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -21,3.20,517.77,1029744,73000,7.09,../web/corpus/canterbury/kennedy.xls
zstd 1.3.4 -22,1.25,517.63,1029744,73000,7.09,../web/corpus/canterbury/kennedy.xls
zstd_fast 1.3.4 --5,442.17,902.23,1029744,189247,18.38,../web/corpus/canterbury/kennedy.xls
zstd_fast 1.3.4 --4,437.42,897.42,1029744,184560,17.92,../web/corpus/canterbury/kennedy.xls
zstd_fast 1.3.4 --3,432.82,890.65,1029744,173682,16.87,../web/corpus/canterbury/kennedy.xls
zstd_fast 1.3.4 --2,430.01,888.12,1029744,161424,15.68,../web/corpus/canterbury/kennedy.xls
zstd_fast 1.3.4 --1,434.17,893.34,1029744,139077,13.51,../web/corpus/canterbury/kennedy.xls
brotli 2017-12-12 -0,259.90,305.30,426754,173662,40.69,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -1,184.40,329.47,426754,154908,36.30,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -2,104.82,355.92,426754,148181,34.72,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -3,86.10,372.38,426754,146307,34.28,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -4,60.86,397.51,426754,141731,33.21,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -5,34.09,415.35,426754,133991,31.40,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -6,28.33,430.30,426754,131170,30.74,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -7,18.39,438.98,426754,129088,30.25,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -8,15.71,445.58,426754,128078,30.01,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -9,8.82,447.91,426754,127437,29.86,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -10,1.55,318.34,426754,116000,27.18,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -11,0.59,359.03,426754,113381,26.57,../web/corpus/canterbury/lcet10.txt
crush 1.0 -0,25.90,274.39,426754,157095,36.81,../web/corpus/canterbury/lcet10.txt
crush 1.0 -1,8.73,307.37,426754,140734,32.98,../web/corpus/canterbury/lcet10.txt
crush 1.0 -2,3.60,311.68,426754,137716,32.27,../web/corpus/canterbury/lcet10.txt
csc 2016-10-13 -1,22.10,52.92,426754,128890,30.20,../web/corpus/canterbury/lcet10.txt
csc 2016-10-13 -2,17.15,54.34,426754,125535,29.42,../web/corpus/canterbury/lcet10.txt
csc 2016-10-13 -3,7.10,55.42,426754,120628,28.27,../web/corpus/canterbury/lcet10.txt
csc 2016-10-13 -4,6.46,56.72,426754,119441,27.99,../web/corpus/canterbury/lcet10.txt
csc 2016-10-13 -5,5.92,58.43,426754,118720,27.82,../web/corpus/canterbury/lcet10.txt
density 0.14.2 -1,898.76,1587.80,426754,267158,62.60,../web/corpus/canterbury/lcet10.txt
density 0.14.2 -2,594.70,1044.70,426754,246764,57.82,../web/corpus/canterbury/lcet10.txt
density 0.14.2 -3,329.12,377.79,426754,228488,53.54,../web/corpus/canterbury/lcet10.txt
fastlz 0.1 -1,262.70,437.39,426754,231599,54.27,../web/corpus/canterbury/lcet10.txt
fastlz 0.1 -2,253.41,433.24,426754,227293,53.26,../web/corpus/canterbury/lcet10.txt
gipfeli 2016-07-13,242.13,392.58,426754,186182,43.63,../web/corpus/canterbury/lcet10.txt
lz4 1.8.3,377.22,3023.43,426754,233213,54.65,../web/corpus/canterbury/lcet10.txt
lz4fast 1.8.3 -10,658.17,2904.18,426754,322245,75.51,../web/corpus/canterbury/lcet10.txt
lz4fast 1.8.3 -20,1019.93,3695.38,426754,366372,85.85,../web/corpus/canterbury/lcet10.txt
lz4fast 1.8.3 -30,1374.94,5127.90,426754,386277,90.52,../web/corpus/canterbury/lcet10.txt
lz4fast 1.8.3 -40,1792.20,6686.31,426754,398128,93.29,../web/corpus/canterbury/lcet10.txt
